ticker,PC1,PC2,PC3,explained_var_PC1,explained_var_PC2,explained_var_PC3,loading_PC1_sick_frac,loading_PC1_mean_recovery_days,loading_PC1_health_frac,loading_PC1_mean_sick_return,loading_PC2_sick_frac,loading_PC2_mean_recovery_days,loading_PC2_health_frac,loading_PC2_mean_sick_return,loading_PC3_sick_frac,loading_PC3_mean_recovery_days,loading_PC3_health_frac,loading_PC3_mean_sick_return
AAPL,-1.019349780955728,0.6979017650574245,-0.3212231578207211,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
ADBE,-0.40201811835058127,0.6412111993450752,0.041799160832417886,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
ADI,0.016851465843285306,-0.5800544150282915,0.1183429129265818,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
ADSK,-1.3332892981828246,-0.7142830235699348,1.3460033749135791,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
AMAT,-1.9664989257533243,-0.9062741108052572,-0.2817764590289567,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
AMD,-1.5522476373994814,-0.06948220610869611,-0.49597713771929774,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
AMGN,-0.9118772548042885,1.8175025731219154,0.19408196359678734,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
AMZN,3.0558679438349583,1.4423114685676375,1.2722187634795366,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
AVGO,1.1158215613021154,-1.394379227913484,0.23926027560087706,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
BA,-0.7662509496267638,-3.3385380079804183,-0.8668003075615912,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
BIIB,0.12661236225542571,1.0335851306448811,0.4771449235595988,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
BKNG,-1.7091880671589317,-0.2905185044229965,0.8940331872864355,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
CAT,1.733804547256914,0.1648710324727579,0.5125645468209375,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
COST,1.003770411630586,2.769844056023178,-0.4890838356357504,0.4795703211218774,0.3418292094482323,0.12803372166719576,-0.47163177394591044,-0.5514767377487699,0.6799101320396806,-0.10563659345318166,-0.5374456727912821,0.3934764775649855,0.06182746741873156,0.7433073218215761,0.5065394759480797,-0.5550668606967013,0.0036625422353226966,0.6597765722173897
