Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.0,40.96875,40.5,40.5,0.734294056892395,27200.0
1962-01-03,0.0,40.578125,40.25,40.25,0.7301216721534729,33200.0
1962-01-04,0.0,40.5,39.96875,39.96875,0.7252474427223206,28200.0
1962-01-05,0.0,39.84375,39.125,39.125,0.7099048644304276,55400.0
1962-01-08,0.0,39.34375,38.890625,39.234375,0.7120001763105392,35400.0
1962-01-09,0.0,39.40625,39.03125,39.28125,0.7126922309398651,44400.0
1962-01-10,0.0,39.46875,38.625,39.375,0.7140773087739944,24800.0
1962-01-11,0.0,39.59375,39.140625,39.546875,0.7172156125307082,29200.0
1962-01-12,0.0,39.96875,39.53125,39.9375,0.7241851985454559,19000.0
1962-01-15,0.0,39.78125,39.40625,39.53125,0.7175856530666351,37400.0
1962-01-16,0.0,39.625,39.25,39.390625,0.7144279778003693,61400.0
1962-01-17,0.0,39.59375,39.375,39.375,0.7140773087739944,25800.0
1962-01-18,0.0,39.46875,39.0625,39.1875,0.7109478563070297,41000.0
1962-01-19,0.0,39.125,38.953125,39.046875,0.7085102200508117,30400.0
1962-01-22,0.0,39.40625,39.078125,39.28125,0.7123324275016785,30200.0
1962-01-23,0.0,39.328125,39.03125,39.03125,0.707439199090004,37800.0
1962-01-24,0.0,38.984375,38.703125,38.75,0.7025654464960097,44400.0
1962-01-25,0.0,39.015625,38.53125,38.53125,0.6980135589838027,75400.0
1962-01-26,0.0,38.640625,38.25,38.59375,0.6990566998720168,37400.0
1962-01-29,0.0,38.6875,38.15625,38.203125,0.692807674407959,41200.0
1962-01-30,0.0,38.34375,38.0625,38.125,0.6939103305339812,44400.0
1962-01-31,0.0,38.0,37.71875,37.78125,0.6879862695932388,29400.0
1962-02-01,0.0,38.140625,37.765625,38.0,0.6918239295482635,43000.0
1962-02-02,0.0,38.125,37.953125,38.125,0.6939103305339812,35800.0
1962-02-05,0.0,38.625,38.0,38.25,0.6959963738918304,32800.0
